,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
125,orig_lobbyregister_2022-07-25_#0000126,lobbyregister_membership,lobbyregister,2022-07-25,ACHAM - American Chamber of Commerce in Germany,ACHAM - American Chamber of Commerce in Germany,norm_lobbyregister_eintrag_2022-09-19_#0000261,
126,orig_lobbyregister_2022-02-24_#0000127,lobbyregister_membership,lobbyregister,2022-02-24,ACHSE,ACHSE,norm_lobbyregister_eintrag_2022-09-19_#0000263,
127,orig_lobbyregister_2022-07-06_#0000128,lobbyregister_membership,lobbyregister,2022-07-06,ACHSE. Allianz Chronischer Seltener Erkrankungen,ACHSE. Allianz Chronischer Seltener Erkrankungen,norm_lobbyregister_eintrag_2022-09-19_#0000264,
128,orig_lobbyregister_2022-03-03_#0000129,lobbyregister_membership,lobbyregister,2022-03-03,ACI (Airports Council International),ACI (Airports Council International),norm_lobbyregister_eintrag_2022-09-19_#0000265,
129,orig_lobbyregister_2022-03-04_#0000130,lobbyregister_membership,lobbyregister,2022-03-04,ACI Airports Council International Europe,ACI Airports Council International Europe,norm_lobbyregister_eintrag_2022-09-19_#0000266,
130,orig_lobbyregister_2022-08-02_#0000131,lobbyregister_membership,lobbyregister,2022-08-02,ACI Europe Brüssel,ACI Europe Brüssel,norm_lobbyregister_eintrag_2022-09-19_#0000267,
131,orig_lobbyregister_2022-06-30_#0000132,lobbyregister_membership,lobbyregister,2022-06-30,ACIIA Association of Certified International Investment Analysts,ACIIA Association of Certified International Investment Analysts,norm_lobbyregister_eintrag_2022-09-19_#0000268,
132,orig_lobbyregister_2022-07-01_#0000133,lobbyregister_membership,lobbyregister,2022-07-01,ACOD Automotive Cluster Ostdeutschland,ACOD Automotive Cluster Ostdeutschland,norm_lobbyregister_eintrag_2022-09-19_#0000270,
133,orig_lobbyregister_2022-03-04_#0000134,lobbyregister_membership,lobbyregister,2022-03-04,ACOD e.V.,ACOD e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000271,
134,orig_lobbyregister_2022-02-24_#0000135,lobbyregister_membership,lobbyregister,2022-02-24,ACT Alliance,ACT Alliance,norm_lobbyregister_eintrag_2022-09-19_#0000272,
135,orig_lobbyregister_2022-08-31_#0000136,lobbyregister_membership,lobbyregister,2022-08-31,ACT on Living Wages,ACT on Living Wages,norm_lobbyregister_eintrag_2022-09-19_#0000274,
136,orig_lobbyregister_2022-02-22_#0000137,lobbyregister_membership,lobbyregister,2022-02-22,Actuarial Association of Europe,Actuarial Association of Europe,norm_lobbyregister_eintrag_2022-09-19_#0000275,
137,orig_lobbyregister_2022-03-22_#0000138,lobbyregister_membership,lobbyregister,2022-03-22,ADA,ADA,norm_lobbyregister_eintrag_2022-09-19_#0000277,
138,orig_lobbyregister_2022-05-20_#0000139,lobbyregister_membership,lobbyregister,2022-05-20,ADA - Arbeitgeberverband Deutscher Apotheken e.V.,ADA - Arbeitgeberverband Deutscher Apotheken e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000278,
139,orig_lobbyregister_2022-08-03_#0000140,lobbyregister_membership,lobbyregister,2022-08-03,ADA - Arbeitgeberverband Deutscher Apothekeninhaber e.V.,ADA - Arbeitgeberverband Deutscher Apothekeninhaber e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000279,
140,orig_lobbyregister_2022-05-16_#0000141,lobbyregister_membership,lobbyregister,2022-05-16,ADA - Arbeitgeberverband Deutscher Apotheker e.V.,ADA - Arbeitgeberverband Deutscher Apotheker e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000280,
141,orig_lobbyregister_2022-06-30_#0000142,lobbyregister_membership,lobbyregister,2022-06-30,ADAC,ADAC,norm_lobbyregister_eintrag_2022-09-19_#0000281,
142,orig_lobbyregister_2022-05-09_#0000143,lobbyregister_membership,lobbyregister,2022-05-09,ADAC e.V.,ADAC e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000282,
143,orig_lobbyregister_2022-02-25_#0000144,lobbyregister_membership,lobbyregister,2022-02-25,ADAC e. V.,ADAC e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000283,
144,orig_lobbyregister_2022-06-30_#0000145,lobbyregister_membership,lobbyregister,2022-06-30,AdAR - Arbeitskreis deutscher Aufsichtsrat e.V.,AdAR - Arbeitskreis deutscher Aufsichtsrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000289,
145,orig_lobbyregister_2022-09-13_#0000146,lobbyregister_membership,lobbyregister,2022-09-13,adfc Bochum e. V,adfc Bochum e. V,norm_lobbyregister_eintrag_2022-09-19_#0000292,
146,orig_lobbyregister_2022-02-25_#0000147,lobbyregister_membership,lobbyregister,2022-02-25,ADH Aktion Deutschland Hilft,Aktion Deutschland Hilft (ADH),norm_lobbyregister_eintrag_2022-09-19_#0000663,
147,orig_lobbyregister_2022-06-13_#0000148,lobbyregister_membership,lobbyregister,2022-06-13,ADH - Aktion Deutschland hilft,Aktion Deutschland Hilft (ADH),norm_lobbyregister_eintrag_2022-09-19_#0000663,
148,orig_lobbyregister_2022-07-07_#0000149,lobbyregister_membership,lobbyregister,2022-07-07,Adlerkreis,Adlerkreis,norm_lobbyregister_eintrag_2022-09-19_#0000299,
149,orig_lobbyregister_2022-07-27_#0000150,lobbyregister_membership,lobbyregister,2022-07-27,Adlerkreis (Persönliche Mitgliedschaft des Leiters des Bereichs External Affairs im Rahmen der Unternehmensfunktion),Adlerkreis (Persönliche Mitgliedschaft des Leiters des Bereichs External Affairs im Rahmen der Unternehmensfunktion),norm_lobbyregister_eintrag_2022-09-19_#0000300,
150,orig_lobbyregister_2022-06-01_#0000151,lobbyregister_membership,lobbyregister,2022-06-01,ADT,ADT,norm_lobbyregister_eintrag_2022-09-19_#0000316,
151,orig_lobbyregister_2022-06-27_#0000152,lobbyregister_membership,lobbyregister,2022-06-27,ADT - Arbeitsgemeinschaft Deutscher Tierzüchter e.V.,ADT - Arbeitsgemeinschaft Deutscher Tierzüchter e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000317,
152,orig_lobbyregister_2022-04-21_#0000153,lobbyregister_membership,lobbyregister,2022-04-21,ADV,ADV,norm_lobbyregister_eintrag_2022-09-19_#0000318,
153,orig_lobbyregister_2022-03-03_#0000154,lobbyregister_membership,lobbyregister,2022-03-03,ADV (Arbeitsgemeinschaft Deutscher Verkehrsflughäfen),ADV (Arbeitsgemeinschaft Deutscher Verkehrsflughäfen),norm_lobbyregister_eintrag_2022-09-19_#0000319,
154,orig_lobbyregister_2022-08-02_#0000155,lobbyregister_membership,lobbyregister,2022-08-02,ADV Berlin,ADV Berlin,norm_lobbyregister_eintrag_2022-09-19_#0000321,
155,orig_lobbyregister_2022-06-30_#0000156,lobbyregister_membership,lobbyregister,2022-06-30,Advertising Information Group (AIG),Advertising Information Group (AIG),norm_lobbyregister_eintrag_2022-09-19_#0000325,
156,orig_lobbyregister_2022-07-27_#0000157,lobbyregister_membership,lobbyregister,2022-07-27,Advisory Board Tübingen School of Education,Advisory Board Tübingen School of Education,norm_lobbyregister_eintrag_2022-09-19_#0000328,
157,orig_lobbyregister_2022-02-28_#0000158,lobbyregister_membership,lobbyregister,2022-02-28,AECC,AECC,norm_lobbyregister_eintrag_2022-09-19_#0000330,
158,orig_lobbyregister_2022-07-15_#0000159,lobbyregister_membership,lobbyregister,2022-07-15,AECM,AECM,norm_lobbyregister_eintrag_2022-09-19_#0000331,
159,orig_lobbyregister_2022-05-20_#0000160,lobbyregister_membership,lobbyregister,2022-05-20,Aedive,Aedive,norm_lobbyregister_eintrag_2022-09-19_#0000332,
160,orig_lobbyregister_2022-08-05_#0000161,lobbyregister_membership,lobbyregister,2022-08-05,AEEC Associated European Energy Consultants e. V.,AEEC Associated European Energy Consultants e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000333,
161,orig_lobbyregister_2022-08-26_#0000162,lobbyregister_membership,lobbyregister,2022-08-26,aef Agrar- und Ernährungsforum Oldenburger Münsterland e. V.,aef Agrar- und Ernährungsforum Oldenburger Münsterland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000334,
162,orig_lobbyregister_2022-06-09_#0000163,lobbyregister_membership,lobbyregister,2022-06-09,AEF Die Agricultural Industry Electronics Foundation e.V. https://www.aef-online.org/de/home.html,AEF Die Agricultural Industry Electronics Foundation e.V. https://www.aef-online.org/de/home.html,norm_lobbyregister_eintrag_2022-09-19_#0000335,
163,orig_lobbyregister_2022-09-05_#0000164,lobbyregister_membership,lobbyregister,2022-09-05,AEFMA,AEFMA,norm_lobbyregister_eintrag_2022-09-19_#0000336,
164,orig_lobbyregister_2022-05-18_#0000165,lobbyregister_membership,lobbyregister,2022-05-18,aef OM,aef OM,norm_lobbyregister_eintrag_2022-09-19_#0000337,
165,orig_lobbyregister_2022-08-02_#0000166,lobbyregister_membership,lobbyregister,2022-08-02,AEJ - Arbeitsgemeinschaft der Evangelischen Jugend,AEJ - Arbeitsgemeinschaft der Evangelischen Jugend,norm_lobbyregister_eintrag_2022-09-19_#0000338,
166,orig_lobbyregister_2022-08-09_#0000167,lobbyregister_membership,lobbyregister,2022-08-09,AEN Automotive Engineering Network Südwest e.V.,AEN Automotive Engineering Network Südwest e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000340,
167,orig_lobbyregister_2022-07-04_#0000168,lobbyregister_membership,lobbyregister,2022-07-04,Aeorspace and Defence Industries Association Europe ASD,Aeorspace and Defence Industries Association Europe ASD,norm_lobbyregister_eintrag_2022-09-19_#0000341,
168,orig_lobbyregister_2022-03-22_#0000169,lobbyregister_membership,lobbyregister,2022-03-22,AER - Arbeitsgemeinschaft Europäischer Reiseunternehmen e.V.,AER - Arbeitsgemeinschaft Europäischer Reiseunternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000343,
169,orig_lobbyregister_2022-07-07_#0000170,lobbyregister_membership,lobbyregister,2022-07-07,AeroSpace and Defence Industries Association of EU (ASD),AeroSpace and Defence Industries Association of EU (ASD),norm_lobbyregister_eintrag_2022-09-19_#0000345,
170,orig_lobbyregister_2022-05-25_#0000171,lobbyregister_membership,lobbyregister,2022-05-25,AeroSpace and Defence Industries Association of Europe - ASD,AeroSpace and Defence Industries Association of Europe - ASD,norm_lobbyregister_eintrag_2022-09-19_#0000346,
171,orig_lobbyregister_2022-08-02_#0000172,lobbyregister_membership,lobbyregister,2022-08-02,AEU - Arbeitskreis Evangelischer Unternehmer,AEU - Arbeitskreis Evangelischer Unternehmer,norm_lobbyregister_eintrag_2022-09-19_#0000351,
172,orig_lobbyregister_2022-03-15_#0000173,lobbyregister_membership,lobbyregister,2022-03-15,AFCEA,AFCEA,norm_lobbyregister_eintrag_2022-09-19_#0000354,
173,orig_lobbyregister_2022-07-19_#0000174,lobbyregister_membership,lobbyregister,2022-07-19,AFCEA - Anwenderforum für Fernmeldetechnik,AFCEA - Anwenderforum für Fernmeldetechnik,norm_lobbyregister_eintrag_2022-09-19_#0000355,
174,orig_lobbyregister_2022-03-28_#0000175,lobbyregister_membership,lobbyregister,2022-03-28,AFCEA Bonn e.V.,AFCEA Bonn e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000356,
175,orig_lobbyregister_2022-03-07_#0000176,lobbyregister_membership,lobbyregister,2022-03-07,AFCEA Bonn e.V. - Das Anwenderforum für Fernmeldetechnik,AFCEA Bonn e.V. - Das Anwenderforum für Fernmeldetechnik,norm_lobbyregister_eintrag_2022-09-19_#0000357,
176,orig_lobbyregister_2022-03-11_#0000177,lobbyregister_membership,lobbyregister,2022-03-11,AFCEA e.V.,AFCEA e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000358,
177,orig_lobbyregister_2022-02-28_#0000178,lobbyregister_membership,lobbyregister,2022-02-28,AFCEA München e. V.,AFCEA München e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000359,
178,orig_lobbyregister_2022-08-09_#0000179,lobbyregister_membership,lobbyregister,2022-08-09,Afecor - Europäischer Verband der Regelgerätehersteller,Afecor - Europäischer Verband der Regelgerätehersteller,norm_lobbyregister_eintrag_2022-09-19_#0000360,
179,orig_lobbyregister_2022-06-27_#0000180,lobbyregister_membership,lobbyregister,2022-06-27,AFEMA - Arbeitsgruppe zur Förderung von Eutergesundheit und Milchhygiene in den Alpenländern e.V,AFEMA - Arbeitsgruppe zur Förderung von Eutergesundheit und Milchhygiene in den Alpenländern e.V,norm_lobbyregister_eintrag_2022-09-19_#0000361,
180,orig_lobbyregister_2022-03-14_#0000181,lobbyregister_membership,lobbyregister,2022-03-14,AFET; IGfH; Deutscher Verein; AGJ,AFET; IGfH; Deutscher Verein; AGJ,norm_lobbyregister_eintrag_2022-09-19_#0000362,
181,orig_lobbyregister_2022-08-05_#0000182,lobbyregister_membership,lobbyregister,2022-08-05,AFET - Arbeitsgemeinschaft für Erziehungshilfe e.V.,AFET - Arbeitsgemeinschaft für Erziehungshilfe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000363,
182,orig_lobbyregister_2022-08-02_#0000183,lobbyregister_membership,lobbyregister,2022-08-02,AFET - Bundesverband für Erziehungshilfe,AFET - Bundesverband für Erziehungshilfe,norm_lobbyregister_eintrag_2022-09-19_#0000364,
183,orig_lobbyregister_2022-05-10_#0000184,lobbyregister_membership,lobbyregister,2022-05-10,AFET Bundesverband für Erziehungshilfe e.V.,AFET Bundesverband für Erziehungshilfe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000365,
184,orig_lobbyregister_2022-03-21_#0000185,lobbyregister_membership,lobbyregister,2022-03-21,AFET Bundesverband für Erziehungshilfen e.V.,AFET Bundesverband für Erziehungshilfen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000366,
185,orig_lobbyregister_2022-08-02_#0000186,lobbyregister_membership,lobbyregister,2022-08-02,Affiliate Member der UNWTO,Affiliate Member der UNWTO,norm_lobbyregister_eintrag_2022-09-19_#0000367,
186,orig_lobbyregister_2022-04-20_#0000187,lobbyregister_membership,lobbyregister,2022-04-20,Affordable Medicines Europe,Affordable Medicines Europe,norm_lobbyregister_eintrag_2022-09-19_#0000368,
187,orig_lobbyregister_2022-08-02_#0000188,lobbyregister_membership,lobbyregister,2022-08-02,AFFY - Action For Families And Youth,AFFY - Action For Families And Youth,norm_lobbyregister_eintrag_2022-09-19_#0000369,
188,orig_lobbyregister_2022-02-17_#0000189,lobbyregister_membership,lobbyregister,2022-02-17,AFI,AFI,norm_lobbyregister_eintrag_2022-09-19_#0000370,
189,orig_lobbyregister_2022-04-28_#0000190,lobbyregister_membership,lobbyregister,2022-04-28,AFJ Düsseldorf,AFJ Düsseldorf,norm_lobbyregister_eintrag_2022-09-19_#0000371,
190,orig_lobbyregister_2022-06-03_#0000191,lobbyregister_membership,lobbyregister,2022-06-03,AFM+E - Aussenhandelsverband für Mineralöl und Energie e. V.,AFM+E - Aussenhandelsverband für Mineralöl und Energie e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000372,
191,orig_lobbyregister_2022-09-16_#0000192,lobbyregister_membership,lobbyregister,2022-09-16,AFN - Aktionsbündnis Forum Natur,AFN - Aktionsbündnis Forum Natur,norm_lobbyregister_eintrag_2022-09-19_#0000374,
192,orig_lobbyregister_2022-08-16_#0000193,lobbyregister_membership,lobbyregister,2022-08-16,AFR100 - the African Forest Landscape Restoration Initiative (https.//afr100.org),AFR100 - the African Forest Landscape Restoration Initiative (https.//afr100.org),norm_lobbyregister_eintrag_2022-09-19_#0000376,
193,orig_lobbyregister_2022-07-27_#0000194,lobbyregister_membership,lobbyregister,2022-07-27,African Agricultural Technology Fund,African Agricultural Technology Fund,norm_lobbyregister_eintrag_2022-09-19_#0000377,
194,orig_lobbyregister_2022-05-17_#0000195,lobbyregister_membership,lobbyregister,2022-05-17,Afrika-Kollegium,Afrika-Kollegium,norm_lobbyregister_eintrag_2022-09-19_#0000380,
195,orig_lobbyregister_2022-03-10_#0000196,lobbyregister_membership,lobbyregister,2022-03-10,AfrikaVerein,AfrikaVerein,norm_lobbyregister_eintrag_2022-09-19_#0000383,
196,orig_lobbyregister_2022-02-28_#0000197,lobbyregister_membership,lobbyregister,2022-02-28,Afrika Verein der Deutschen Wirtschaft,Afrika Verein der Deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000384,
197,orig_lobbyregister_2022-02-28_#0000198,lobbyregister_membership,lobbyregister,2022-02-28,Afrika-Verein der deutschen Wirtschaft,Afrika-Verein der deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000385,
198,orig_lobbyregister_2022-02-25_#0000199,lobbyregister_membership,lobbyregister,2022-02-25,Afrika-Verein der Deutschen Wirtschaft,Afrika-Verein der Deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000386,
199,orig_lobbyregister_2022-08-05_#0000200,lobbyregister_membership,lobbyregister,2022-08-05,Afrika-Verein der deutschen Wirtschaft,Afrika-Verein der deutschen Wirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0000385,
200,orig_lobbyregister_2022-03-01_#0000201,lobbyregister_membership,lobbyregister,2022-03-01,Afrikaverein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
201,orig_lobbyregister_2022-09-12_#0000202,lobbyregister_membership,lobbyregister,2022-09-12,Afrika Verein der deutschen Wirtschaft e.V.,Afrika Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000388,
202,orig_lobbyregister_2022-05-18_#0000203,lobbyregister_membership,lobbyregister,2022-05-18,Afrika Verein der Deutschen Wirtschaft e.V.,Afrika Verein der Deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000389,
203,orig_lobbyregister_2022-08-30_#0000204,lobbyregister_membership,lobbyregister,2022-08-30,Afrika Verein der deutschen Wirtschaft e.V.,Afrika Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000388,
204,orig_lobbyregister_2022-07-22_#0000205,lobbyregister_membership,lobbyregister,2022-07-22,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
205,orig_lobbyregister_2022-06-30_#0000206,lobbyregister_membership,lobbyregister,2022-06-30,Afrika-Verein der Deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
206,orig_lobbyregister_2022-05-30_#0000207,lobbyregister_membership,lobbyregister,2022-05-30,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
207,orig_lobbyregister_2022-07-04_#0000208,lobbyregister_membership,lobbyregister,2022-07-04,Afrika-Verein der Deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
208,orig_lobbyregister_2022-09-08_#0000209,lobbyregister_membership,lobbyregister,2022-09-08,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
209,orig_lobbyregister_2022-09-14_#0000210,lobbyregister_membership,lobbyregister,2022-09-14,Afrika-Verein der Deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
210,orig_lobbyregister_2022-09-16_#0000211,lobbyregister_membership,lobbyregister,2022-09-16,Afrika-Verein der deutschen Wirtschaft e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000391,
211,orig_lobbyregister_2022-07-13_#0000212,lobbyregister_membership,lobbyregister,2022-07-13,Afrika-Verein der deutschen Wirtschaft e. V.,Afrika-Verein der deutschen Wirtschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000392,
212,orig_lobbyregister_2022-06-28_#0000213,lobbyregister_membership,lobbyregister,2022-06-28,Afrikaverein e.V.,Afrikaverein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000393,
213,orig_lobbyregister_2022-07-11_#0000214,lobbyregister_membership,lobbyregister,2022-07-11,Afrikaverein e. V.,Afrikaverein e. V.,norm_lobbyregister_eintrag_2022-09-19_#0000394,
214,orig_lobbyregister_2022-06-28_#0000215,lobbyregister_membership,lobbyregister,2022-06-28,Afrika Verein e.V.,Afrika Verein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0000395,
215,orig_lobbyregister_2022-05-10_#0000216,lobbyregister_membership,lobbyregister,2022-05-10,Afrika-Verein - Hamburg,Afrika-Verein - Hamburg,norm_lobbyregister_eintrag_2022-09-19_#0000396,
